0;18
30;18.3
60;18.6
90;18.9
120;19.2
150;19.5
180;19.9
210;20.2
240;20.5
270;20.8
300;21.2
330;21.5
360;21.8
390;22.2
420;22.5
450;22.9
480;23.1
